Date,SymH,Density,SymH_Norm,Density_Norm,ap60,F107,MgII,ap60_Norm,F107_Norm,MgII_Norm,imf_DNS_1,imf_DNS_2,imf_DNS_3,imf_DNS_4,imf_DNS_5,imf_DNS_6,imf_DNS_7,imf_DNS_8
2021-11-09 06:00:00,-20,8.31e-14,0.290456432,0.047268464,7,85.9,0.276278,0.033816425,0.466847826,0.979639742,-0.07534357202768163,0.021830763136209606,0.003073794353309475,0.044373911146339845,-0.022946078841407775,-0.08922799514131878,-0.011844803862499316,0.1773524452370486
2021-11-09 07:00:00,-18,9.71e-14,0.282157676,0.055467798,3,85.9,0.276278,0.014492754,0.466847826,0.979639742,-0.07419916109499239,0.02954429058896827,0.002038810002438747,0.04644621371083985,-0.025392253242409887,-0.08948032885727275,-0.011280553286204455,0.1777907801786326
2021-11-09 08:00:00,-21,3.11e-13,0.294605809,0.180292592,5,85.9,0.276278,0.024154589,0.466847826,0.979639742,0.059471447668521846,0.021498711079683187,0.0008610592559437215,0.048458376984267124,-0.027812663599233824,-0.08969908531445156,-0.010713454285009957,0.17822820021027946
2021-11-09 09:00:00,-22,8.53e-14,0.298755187,0.048606198,7,85.9,0.276278,0.033816425,0.466847826,0.979639742,-0.04487442642846101,-0.004997674478721093,-0.00036273892659107994,0.05040727957020466,-0.030203566069880783,-0.08988382103311685,-0.010143553857582286,0.17866469922414846
2021-11-09 10:00:00,-22,1.85e-13,0.298755187,0.106472099,7,85.9,0.276278,0.033816425,0.466847826,0.979639742,0.03571655258836358,-0.026956040124026755,-0.0015122763005009743,0.05228980007223534,-0.032561216812351905,-0.09003408927517098,-0.009570902260947391,0.17910027111239907
2021-11-09 11:00:00,-24,1.78e-13,0.307053942,0.102496158,5,85.9,0.276278,0.024154589,0.466847826,0.979639742,0.028036747113427397,-0.022673462982650876,-0.002477987952613605,0.0541028170939421,-0.03488187198464837,-0.09014943026907857,-0.008995562785569147,0.17953490976719108
2021-11-09 12:00:00,-24,7.55e-14,0.307053942,0.042834963,4,85.9,0.276278,0.019323671,0.466847826,0.979639742,-0.05155365139473747,-0.0024211509191413693,-0.003193282295726184,0.055843209238907884,-0.03716178774477123,-0.09022938098494473,-0.008417601980270705,0.1799686090806838
2021-11-09 13:00:00,-21,3.09e-13,0.294605809,0.179303011,3,85.9,0.276278,0.014492754,0.466847826,0.979639742,0.06631160571599183,0.016192283339855458,-0.0036023110741281467,0.05750785511071564,-0.0393972202507217,-0.09027347839287458,-0.007837086393875356,0.18040136294503684
2021-11-09 14:00:00,-19,1.28e-13,0.286307054,0.073635835,3,85.9,0.276278,0.014492754,0.466847826,0.979639742,-0.04563869088468948,0.022116721050120948,-0.0036472441508702733,0.05909165143170944,-0.04158442566050088,-0.0902812576415584,-0.007254084396621147,0.18083316525240978
2021-11-09 15:00:00,-18,6.95e-14,0.282157676,0.039352129,4,85.9,0.276278,0.019323671,0.466847826,0.979639742,-0.07898293274995574,0.02041517045253588,-0.0032882944264790064,0.060584754199479354,-0.04371966013210996,-0.09025224659402709,-0.006668671644405447,0.181264009894962
