Date,SymH,Density,ap60,F107,MgII
2018-05-29 00:00:00,13,1.99E-14,5,76.6,0.274551
2018-05-29 01:00:00,17,1.99E-14,4,76.6,0.274551
2018-05-29 02:00:00,20,8.72E-14,3,76.6,0.274551
2018-05-29 03:00:00,20,8.50E-14,2,76.6,0.274551
2018-05-29 04:00:00,12,1.87E-14,4,76.6,0.274551
2018-05-29 05:00:00,10,1.10E-13,3,76.6,0.274551
2018-05-29 06:00:00,9,6.11E-14,6,76.6,0.274551
2018-05-29 07:00:00,9,3.50E-14,7,76.6,0.274551
2018-05-29 08:00:00,5,9.32E-14,9,76.6,0.274551
2018-05-29 09:00:00,6,6.35E-15,5,76.6,0.274551
2018-05-29 10:00:00,9,7.96E-15,4,76.6,0.274551
2018-05-29 11:00:00,6,7.39E-14,5,76.6,0.274551
2018-05-29 12:00:00,1,1.52E-14,4,76.6,0.274551
2018-05-29 13:00:00,0,3.51E-14,4,76.6,0.274551
2018-05-29 14:00:00,-3,4.82E-14,4,76.6,0.274551
2018-05-29 15:00:00,0,2.01E-14,5,76.6,0.274551
2018-05-29 16:00:00,2,9.19E-14,3,76.6,0.274551
2018-05-29 17:00:00,1,2.54E-14,5,76.6,0.274551
2018-05-29 18:00:00,0,1.36E-14,4,78.9,0.274551
2018-05-29 19:00:00,1,1.07E-13,2,78.9,0.274551
2018-05-29 20:00:00,-1,8.83E-15,3,78.9,0.274551
2018-05-29 21:00:00,1,2.34E-14,4,78.9,0.274551
2018-05-29 22:00:00,-3,7.39E-14,5,78.9,0.274551
2018-05-29 23:00:00,-3,7.84E-15,2,78.9,0.274551
2018-05-30 00:00:00,-3,4.98E-14,4,78.9,0.274551
2018-05-30 01:00:00,-3,2.62E-14,3,78.9,0.274551
2018-05-30 02:00:00,-1,8.58E-15,3,78.9,0.274551
2018-05-30 03:00:00,2,8.52E-14,3,78.9,0.274551
2018-05-30 04:00:00,2,2.03E-14,3,78.9,0.274551
2018-05-30 05:00:00,3,1.10E-14,3,78.9,0.274551
2018-05-30 06:00:00,2,8.91E-14,2,78.9,0.274551
2018-05-30 07:00:00,2,6.17E-15,2,78.9,0.274551
2018-05-30 08:00:00,3,3.27E-14,4,78.9,0.274551
2018-05-30 09:00:00,5,5.85E-14,4,78.9,0.274551
2018-05-30 10:00:00,5,4.86E-15,5,78.9,0.274551
2018-05-30 11:00:00,6,5.87E-14,4,78.9,0.274551
2018-05-30 12:00:00,5,1.89E-14,3,78.9,0.274551
2018-05-30 13:00:00,3,1.68E-14,3,78.9,0.274551
2018-05-30 14:00:00,3,7.08E-14,0,78.9,0.274551
2018-05-30 15:00:00,8,1.55E-14,3,78.9,0.274551
2018-05-30 16:00:00,9,6.25E-15,3,78.9,0.274551
2018-05-30 17:00:00,14,7.75E-14,2,78.9,0.274551
2018-05-30 18:00:00,10,1.43E-14,4,77,0.274551
2018-05-30 19:00:00,8,4.08E-14,2,77,0.274551
2018-05-30 20:00:00,6,9.61E-14,4,77,0.274551
2018-05-30 21:00:00,5,1.57E-14,4,77,0.274551
2018-05-30 22:00:00,3,5.83E-14,3,77,0.274551
2018-05-30 23:00:00,3,2.27E-14,7,77,0.274551
2018-05-31 00:00:00,5,1.62E-14,6,77,0.274551
2018-05-31 01:00:00,3,9.60E-14,7,77,0.274551
2018-05-31 02:00:00,7,1.30E-14,7,77,0.274551
2018-05-31 03:00:00,8,9.32E-15,6,77,0.274551
2018-05-31 04:00:00,11,9.30E-14,9,77,0.274551
2018-05-31 05:00:00,8,5.15E-15,6,77,0.274551
2018-05-31 06:00:00,9,5.45E-14,5,77,0.274551
2018-05-31 07:00:00,9,5.17E-14,6,77,0.274551
2018-05-31 08:00:00,11,1.23E-14,7,77,0.274551
2018-05-31 09:00:00,12,7.05E-14,6,77,0.274551
2018-05-31 10:00:00,13,3.21E-14,4,77,0.274551
2018-05-31 11:00:00,16,7.61E-15,2,77,0.274551
2018-05-31 12:00:00,17,7.98E-14,3,77,0.274551
2018-05-31 13:00:00,12,1.45E-14,5,77,0.274551
2018-05-31 14:00:00,10,1.86E-14,4,77,0.274551
2018-05-31 15:00:00,23,6.70E-14,4,77,0.274551
2018-05-31 16:00:00,30,1.47E-14,5,77,0.274551
2018-05-31 17:00:00,30,6.32E-14,5,77,0.274551
2018-05-31 18:00:00,15,4.42E-14,7,77.3,0.274551
2018-05-31 19:00:00,2,1.10E-14,9,77.3,0.274551
2018-05-31 20:00:00,1,7.51E-14,15,77.3,0.274551
2018-05-31 21:00:00,7,2.84E-14,48,77.3,0.274551
2018-05-31 22:00:00,6,2.13E-14,32,77.3,0.274551
2018-05-31 23:00:00,-11,1.24E-13,32,77.3,0.274551
2018-06-01 00:00:00,-7,9.96E-15,18,77.3,0.27472
2018-06-01 01:00:00,-9,1.14E-13,15,77.3,0.27472
2018-06-01 02:00:00,-12,1.08E-13,22,77.3,0.27472
2018-06-01 03:00:00,-5,1.64E-14,18,77.3,0.27472
2018-06-01 04:00:00,1,1.26E-13,18,77.3,0.27472
2018-06-01 05:00:00,-10,1.04E-13,27,77.3,0.27472
2018-06-01 06:00:00,-20,2.87E-14,18,77.3,0.27472
2018-06-01 07:00:00,-37,1.21E-13,12,77.3,0.27472
2018-06-01 08:00:00,-27,9.39E-14,22,77.3,0.27472
2018-06-01 09:00:00,-14,9.39E-14,39,77.3,0.27472
2018-06-01 10:00:00,-13,1.61E-13,39,77.3,0.27472
2018-06-01 11:00:00,-20,3.17E-14,56,77.3,0.27472
2018-06-01 12:00:00,-11,1.04E-13,32,77.3,0.27472
2018-06-01 13:00:00,-23,1.39E-13,27,77.3,0.27472
2018-06-01 14:00:00,-34,4.71E-14,39,77.3,0.27472
2018-06-01 15:00:00,-28,1.53E-13,22,77.3,0.27472
2018-06-01 16:00:00,-31,1.43E-13,22,77.3,0.27472
2018-06-01 17:00:00,-22,4.88E-14,48,77.3,0.27472
2018-06-01 18:00:00,-20,1.81E-13,22,78.9,0.27472
2018-06-01 19:00:00,-30,5.36E-14,18,78.9,0.27472
2018-06-01 20:00:00,-30,3.55E-14,27,78.9,0.27472
2018-06-01 21:00:00,-30,1.62E-13,12,78.9,0.27472
2018-06-01 22:00:00,-22,2.54E-14,9,78.9,0.27472
2018-06-01 23:00:00,-18,1.01E-13,15,78.9,0.27472
2018-06-02 00:00:00,-21,1.05E-13,12,78.9,0.274704
2018-06-02 01:00:00,-15,2.33E-14,12,78.9,0.274704
2018-06-02 02:00:00,-17,1.23E-13,7,78.9,0.274704
2018-06-02 03:00:00,-25,6.55E-14,9,78.9,0.274704
2018-06-02 04:00:00,-22,4.60E-14,12,78.9,0.274704
2018-06-02 05:00:00,-27,1.38E-13,7,78.9,0.274704
2018-06-02 06:00:00,-23,2.40E-14,15,78.9,0.274704
2018-06-02 07:00:00,-19,2.76E-14,39,78.9,0.274704
2018-06-02 08:00:00,-15,1.38E-13,15,78.9,0.274704
2018-06-02 09:00:00,-14,5.31E-14,12,78.9,0.274704
2018-06-02 10:00:00,-14,1.18E-13,15,78.9,0.274704
2018-06-02 11:00:00,-16,1.14E-13,12,78.9,0.274704
2018-06-02 12:00:00,-21,2.87E-14,7,78.9,0.274704
2018-06-02 13:00:00,-17,1.25E-13,7,78.9,0.274704
2018-06-02 14:00:00,-12,4.04E-14,12,78.9,0.274704
2018-06-02 15:00:00,-11,3.41E-14,9,78.9,0.274704
2018-06-02 16:00:00,-8,1.65E-13,7,78.9,0.274704
2018-06-02 17:00:00,-9,2.53E-14,7,78.9,0.274704
2018-06-02 18:00:00,-6,3.88E-14,15,76.9,0.274704
2018-06-02 19:00:00,-23,1.82E-13,12,76.9,0.274704
2018-06-02 20:00:00,-24,2.01E-14,9,76.9,0.274704
2018-06-02 21:00:00,-14,9.51E-14,9,76.9,0.274704
2018-06-02 22:00:00,-16,4.73E-14,18,76.9,0.274704
2018-06-02 23:00:00,-16,2.68E-14,22,76.9,0.274704
2018-06-03 00:00:00,-14,1.48E-13,22,76.9,0.274481
2018-06-03 01:00:00,-14,6.64E-14,22,76.9,0.274481
2018-06-03 02:00:00,-22,3.29E-14,27,76.9,0.274481
2018-06-03 03:00:00,-20,1.47E-13,22,76.9,0.274481
2018-06-03 04:00:00,-19,3.51E-14,18,76.9,0.274481
2018-06-03 05:00:00,-18,7.44E-14,9,76.9,0.274481
2018-06-03 06:00:00,-16,9.85E-14,15,76.9,0.274481
2018-06-03 07:00:00,-13,2.69E-14,9,76.9,0.274481
2018-06-03 08:00:00,-14,9.25E-14,6,76.9,0.274481
2018-06-03 09:00:00,-11,3.07E-14,5,76.9,0.274481
2018-06-03 10:00:00,-7,3.96E-14,6,76.9,0.274481
2018-06-03 11:00:00,-6,1.12E-13,5,76.9,0.274481
2018-06-03 12:00:00,-12,4.57E-14,6,76.9,0.274481
2018-06-03 13:00:00,-17,2.05E-14,7,76.9,0.274481
2018-06-03 14:00:00,-12,1.16E-13,7,76.9,0.274481
2018-06-03 15:00:00,-10,2.31E-14,9,76.9,0.274481
2018-06-03 16:00:00,-15,5.30E-14,7,76.9,0.274481
2018-06-03 17:00:00,-14,9.69E-14,15,76.9,0.274481
2018-06-03 18:00:00,-15,2.57E-14,18,76.5,0.274481
2018-06-03 19:00:00,-18,1.14E-13,9,76.5,0.274481
2018-06-03 20:00:00,-16,3.82E-14,15,76.5,0.274481
2018-06-03 21:00:00,-13,3.11E-14,9,76.5,0.274481
2018-06-03 22:00:00,-17,1.30E-13,9,76.5,0.274481
2018-06-03 23:00:00,-17,2.24E-14,6,76.5,0.274481
2018-06-04 00:00:00,-17,3.59E-14,5,76.5,0.274407
2018-06-04 01:00:00,-16,1.18E-13,9,76.5,0.274407
2018-06-04 02:00:00,-13,2.79E-14,6,76.5,0.274407
2018-06-04 03:00:00,-16,7.52E-14,6,76.5,0.274407
2018-06-04 04:00:00,-18,6.99E-14,6,76.5,0.274407
2018-06-04 05:00:00,-18,2.02E-14,4,76.5,0.274407
2018-06-04 06:00:00,-17,9.94E-14,3,76.5,0.274407
2018-06-04 07:00:00,-13,3.69E-14,3,76.5,0.274407
2018-06-04 08:00:00,-13,3.13E-14,5,76.5,0.274407
2018-06-04 09:00:00,-12,1.33E-13,6,76.5,0.274407
2018-06-04 10:00:00,-8,2.51E-14,6,76.5,0.274407
2018-06-04 11:00:00,-4,2.80E-14,4,76.5,0.274407
2018-06-04 12:00:00,-5,8.63E-14,5,76.5,0.274407
2018-06-04 13:00:00,-7,1.26E-14,5,76.5,0.274407
2018-06-04 14:00:00,-7,5.77E-14,5,76.5,0.274407
2018-06-04 15:00:00,-3,4.98E-14,6,76.5,0.274407
2018-06-04 16:00:00,-3,2.05E-14,4,76.5,0.274407
2018-06-04 17:00:00,-14,7.29E-14,3,76.5,0.274407
2018-06-04 18:00:00,-14,3.52E-14,4,75.7,0.274407
2018-06-04 19:00:00,-14,2.45E-14,4,75.7,0.274407
2018-06-04 20:00:00,-14,1.11E-13,6,75.7,0.274407
2018-06-04 21:00:00,-11,1.36E-14,5,75.7,0.274407
2018-06-04 22:00:00,-5,4.76E-14,6,75.7,0.274407
2018-06-04 23:00:00,-4,7.77E-14,9,75.7,0.274407
2018-06-05 00:00:00,-3,1.41E-14,4,75.7,0.274407
2018-06-05 01:00:00,0,6.77E-14,4,75.7,0.274407
2018-06-05 02:00:00,-1,4.32E-14,3,75.7,0.274407
2018-06-05 03:00:00,-7,2.07E-14,5,75.7,0.274407
2018-06-05 04:00:00,-5,8.31E-14,7,75.7,0.274407
2018-06-05 05:00:00,-4,1.93E-14,7,75.7,0.274407
2018-06-05 06:00:00,3,2.23E-14,5,75.7,0.274407
2018-06-05 07:00:00,0,1.05E-13,6,75.7,0.274407
2018-06-05 08:00:00,1,1.75E-14,7,75.7,0.274407
2018-06-05 09:00:00,4,5.22E-14,6,75.7,0.274407
2018-06-05 10:00:00,6,7.56E-14,4,75.7,0.274407
2018-06-05 11:00:00,8,1.53E-14,6,75.7,0.274407
2018-06-05 12:00:00,-2,7.30E-14,5,75.7,0.274407
2018-06-05 13:00:00,1,5.07E-14,6,75.7,0.274407
2018-06-05 14:00:00,0,2.17E-14,5,75.7,0.274407
2018-06-05 15:00:00,-2,9.92E-14,7,75.7,0.274407
2018-06-05 16:00:00,-3,2.01E-14,9,75.7,0.274407
2018-06-05 17:00:00,-9,2.62E-14,9,75.7,0.274407
2018-06-05 18:00:00,-11,1.17E-13,6,72.6,0.274407
2018-06-05 19:00:00,-14,1.97E-14,6,72.6,0.274407
2018-06-05 20:00:00,-10,6.57E-14,5,72.6,0.274407
2018-06-05 21:00:00,-3,6.20E-14,5,72.6,0.274407
2018-06-05 22:00:00,2,2.07E-14,12,72.6,0.274407
2018-06-05 23:00:00,1,7.44E-14,5,72.6,0.274407
2018-06-06 00:00:00,-3,3.58E-14,3,72.6,0.274061
2018-06-06 01:00:00,-4,2.41E-14,3,72.6,0.274061
2018-06-06 02:00:00,-8,8.82E-14,3,72.6,0.274061
2018-06-06 03:00:00,-8,1.71E-14,5,72.6,0.274061
2018-06-06 04:00:00,-8,3.46E-14,4,72.6,0.274061
2018-06-06 05:00:00,-4,8.10E-14,5,72.6,0.274061
2018-06-06 06:00:00,-2,1.73E-14,4,72.6,0.274061
2018-06-06 07:00:00,-2,5.05E-14,5,72.6,0.274061
2018-06-06 08:00:00,-4,6.74E-14,5,72.6,0.274061
2018-06-06 09:00:00,-3,2.46E-14,3,72.6,0.274061
2018-06-06 10:00:00,-3,8.25E-14,3,72.6,0.274061
2018-06-06 11:00:00,0,2.92E-14,3,72.6,0.274061
2018-06-06 12:00:00,1,2.19E-14,3,72.6,0.274061
2018-06-06 13:00:00,1,9.92E-14,0,72.6,0.274061
2018-06-06 14:00:00,1,1.91E-14,2,72.6,0.274061
2018-06-06 15:00:00,5,3.87E-14,2,72.6,0.274061
2018-06-06 16:00:00,8,7.91E-14,5,72.6,0.274061
2018-06-06 17:00:00,8,1.08E-14,4,72.6,0.274061
2018-06-06 18:00:00,6,6.21E-14,6,73.4,0.274061
2018-06-06 19:00:00,-5,5.63E-14,12,73.4,0.274061
2018-06-06 20:00:00,-13,1.60E-14,7,73.4,0.274061
2018-06-06 21:00:00,-14,7.51E-14,18,73.4,0.274061
2018-06-06 22:00:00,-15,6.22E-14,15,73.4,0.274061
2018-06-06 23:00:00,-12,3.53E-14,22,73.4,0.274061
2018-06-07 00:00:00,-14,1.83E-13,18,73.4,0.274061
2018-06-07 01:00:00,-18,1.53E-14,6,73.4,0.274061
2018-06-07 02:00:00,-22,9.95E-14,7,73.4,0.274061
2018-06-07 03:00:00,-21,1.70E-13,6,73.4,0.274061
2018-06-07 04:00:00,-19,3.35E-14,6,73.4,0.274061
2018-06-07 05:00:00,-16,9.98E-14,9,73.4,0.274061
2018-06-07 06:00:00,-11,6.57E-14,15,73.4,0.274061
2018-06-07 07:00:00,-6,3.42E-14,6,73.4,0.274061
2018-06-07 08:00:00,-6,1.32E-13,5,73.4,0.274061
2018-06-07 09:00:00,-1,5.03E-14,6,73.4,0.274061
2018-06-07 10:00:00,3,9.86E-15,4,73.4,0.274061
2018-06-07 11:00:00,-5,1.11E-13,5,73.4,0.274061
2018-06-07 12:00:00,-8,2.72E-14,6,73.4,0.274061
2018-06-07 13:00:00,-8,6.81E-14,6,73.4,0.274061
2018-06-07 14:00:00,-10,1.29E-13,4,73.4,0.274061
2018-06-07 15:00:00,-14,2.30E-14,3,73.4,0.274061
2018-06-07 16:00:00,-14,8.31E-14,2,73.4,0.274061
2018-06-07 17:00:00,-15,5.01E-14,4,73.4,0.274061
2018-06-07 18:00:00,-15,2.58E-14,3,73.2,0.274061
2018-06-07 19:00:00,-12,1.25E-13,3,73.2,0.274061
2018-06-07 20:00:00,-6,3.58E-14,3,73.2,0.274061
2018-06-07 21:00:00,0,2.64E-14,4,73.2,0.274061
2018-06-07 22:00:00,0,1.04E-13,3,73.2,0.274061
2018-06-07 23:00:00,6,2.05E-14,4,73.2,0.274061
2018-06-08 00:00:00,8,7.15E-14,4,73.2,0.274061
2018-06-08 01:00:00,4,7.82E-14,5,73.2,0.274061
2018-06-08 02:00:00,-2,2.09E-14,5,73.2,0.274061
2018-06-08 03:00:00,-8,9.20E-14,7,73.2,0.274061
2018-06-08 04:00:00,-16,6.35E-14,3,73.2,0.274061
2018-06-08 05:00:00,-14,3.39E-14,3,73.2,0.274061
2018-06-08 06:00:00,-8,1.51E-13,6,73.2,0.274061
2018-06-08 07:00:00,-2,2.14E-14,12,73.2,0.274061
2018-06-08 08:00:00,-2,2.75E-14,9,73.2,0.274061
2018-06-08 09:00:00,1,7.25E-14,5,73.2,0.274061
2018-06-08 10:00:00,-3,2.20E-14,4,73.2,0.274061
2018-06-08 11:00:00,-2,5.83E-14,3,73.2,0.274061
2018-06-08 12:00:00,-2,8.05E-14,4,73.2,0.274061
2018-06-08 13:00:00,0,2.24E-14,3,73.2,0.274061
2018-06-08 14:00:00,2,7.46E-14,4,73.2,0.274061
2018-06-08 15:00:00,4,3.28E-14,12,73.2,0.274061
2018-06-08 16:00:00,3,2.65E-14,7,73.2,0.274061
2018-06-08 17:00:00,0,1.02E-13,4,73.2,0.274061
2018-06-08 18:00:00,-4,1.91E-14,4,71.3,0.274061
2018-06-08 19:00:00,-1,4.46E-14,3,71.3,0.274061
2018-06-08 20:00:00,-1,5.96E-14,2,71.3,0.274061
2018-06-08 21:00:00,0,1.72E-14,2,71.3,0.274061
2018-06-08 22:00:00,4,6.02E-14,3,71.3,0.274061
2018-06-08 23:00:00,4,3.92E-14,2,71.3,0.274061
2018-06-09 00:00:00,3,1.30E-14,2,71.3,0.274061
2018-06-09 01:00:00,3,7.24E-14,2,71.3,0.274061
2018-06-09 02:00:00,1,2.59E-14,3,71.3,0.274061
2018-06-09 03:00:00,-2,2.69E-14,3,71.3,0.274061
2018-06-09 04:00:00,-3,8.55E-14,5,71.3,0.274061
2018-06-09 05:00:00,1,8.99E-15,4,71.3,0.274061
2018-06-09 06:00:00,4,4.42E-14,4,71.3,0.274061
2018-06-09 07:00:00,-6,5.75E-14,3,71.3,0.274061
2018-06-09 08:00:00,-4,1.78E-14,3,71.3,0.274061
2018-06-09 09:00:00,-2,6.69E-14,3,71.3,0.274061
2018-06-09 10:00:00,6,2.85E-14,4,71.3,0.274061
2018-06-09 11:00:00,7,2.02E-14,4,71.3,0.274061
2018-06-09 12:00:00,5,7.02E-14,4,71.3,0.274061
2018-06-09 13:00:00,5,3.35E-14,5,71.3,0.274061
2018-06-09 14:00:00,6,2.78E-14,4,71.3,0.274061
2018-06-09 15:00:00,6,5.44E-14,2,71.3,0.274061
2018-06-09 16:00:00,5,1.50E-14,2,71.3,0.274061
2018-06-09 17:00:00,2,3.73E-14,2,71.3,0.274061
2018-06-09 18:00:00,1,6.94E-14,3,70.2,0.274061
2018-06-09 19:00:00,-7,1.41E-14,2,70.2,0.274061
2018-06-09 20:00:00,-1,6.70E-14,2,70.2,0.274061
2018-06-09 21:00:00,0,2.28E-14,5,70.2,0.274061
2018-06-09 22:00:00,2,2.31E-14,5,70.2,0.274061
2018-06-09 23:00:00,4,8.26E-14,6,70.2,0.274061
2018-06-10 00:00:00,2,1.96E-14,2,70.2,0.27406
2018-06-10 01:00:00,5,3.26E-14,2,70.2,0.27406
2018-06-10 02:00:00,3,6.98E-14,3,70.2,0.27406
2018-06-10 03:00:00,5,1.34E-14,4,70.2,0.27406
2018-06-10 04:00:00,-1,4.53E-14,3,70.2,0.27406
2018-06-10 05:00:00,2,4.98E-14,3,70.2,0.27406
2018-06-10 06:00:00,5,8.41E-15,2,70.2,0.27406
2018-06-10 07:00:00,3,5.85E-14,6,70.2,0.27406
2018-06-10 08:00:00,2,1.65E-14,5,70.2,0.27406
2018-06-10 09:00:00,1,1.81E-14,3,70.2,0.27406
2018-06-10 10:00:00,0,7.61E-14,2,70.2,0.27406
2018-06-10 11:00:00,3,1.11E-14,2,70.2,0.27406
2018-06-10 12:00:00,7,3.33E-14,2,70.2,0.27406
2018-06-10 13:00:00,6,6.07E-14,2,70.2,0.27406
2018-06-10 14:00:00,5,9.14E-15,0,70.2,0.27406
2018-06-10 15:00:00,9,4.62E-14,2,70.2,0.27406
2018-06-10 16:00:00,8,3.12E-14,2,70.2,0.27406
2018-06-10 17:00:00,5,1.58E-14,2,70.2,0.27406
2018-06-10 18:00:00,2,5.48E-14,2,68.8,0.27406
2018-06-10 19:00:00,1,3.06E-14,3,68.8,0.27406
2018-06-10 20:00:00,5,1.98E-14,4,68.8,0.27406
2018-06-10 21:00:00,1,7.45E-14,4,68.8,0.27406
2018-06-10 22:00:00,2,1.02E-14,4,68.8,0.27406
2018-06-10 23:00:00,2,4.03E-14,5,68.8,0.27406
2018-06-11 00:00:00,2,5.43E-14,5,68.8,0.274022
2018-06-11 01:00:00,-1,9.37E-15,2,68.8,0.274022
2018-06-11 02:00:00,-3,6.07E-14,3,68.8,0.274022
2018-06-11 03:00:00,-1,6.25E-14,4,68.8,0.274022
2018-06-11 04:00:00,-1,1.94E-14,5,68.8,0.274022
2018-06-11 05:00:00,2,7.70E-14,4,68.8,0.274022
2018-06-11 06:00:00,4,1.14E-14,4,68.8,0.274022
2018-06-11 07:00:00,4,2.32E-14,2,68.8,0.274022
2018-06-11 08:00:00,1,8.57E-14,3,68.8,0.274022
2018-06-11 09:00:00,3,1.33E-14,3,68.8,0.274022
2018-06-11 10:00:00,4,4.23E-14,2,68.8,0.274022
2018-06-11 11:00:00,4,6.03E-14,3,68.8,0.274022
2018-06-11 12:00:00,3,1.41E-14,3,68.8,0.274022
2018-06-11 13:00:00,-4,4.36E-14,2,68.8,0.274022
2018-06-11 14:00:00,-4,2.50E-14,3,68.8,0.274022
2018-06-11 15:00:00,-1,2.58E-14,3,68.8,0.274022
2018-06-11 16:00:00,1,7.72E-14,3,68.8,0.274022
2018-06-11 17:00:00,1,2.55E-14,4,68.8,0.274022
2018-06-11 18:00:00,6,3.42E-14,4,72.4,0.274022
2018-06-11 19:00:00,6,8.07E-14,6,72.4,0.274022
2018-06-11 20:00:00,7,1.32E-14,7,72.4,0.274022
2018-06-11 21:00:00,6,4.77E-14,5,72.4,0.274022
2018-06-11 22:00:00,6,4.75E-14,3,72.4,0.274022
2018-06-11 23:00:00,6,1.62E-14,0,72.4,0.274022
2018-06-12 00:00:00,5,5.97E-14,2,72.4,0.274185
2018-06-12 01:00:00,8,4.55E-14,3,72.4,0.274185
2018-06-12 02:00:00,5,2.69E-14,5,72.4,0.274185
2018-06-12 03:00:00,7,7.50E-14,7,72.4,0.274185
2018-06-12 04:00:00,6,1.75E-14,3,72.4,0.274185
2018-06-12 05:00:00,6,2.65E-14,6,72.4,0.274185
2018-06-12 06:00:00,5,7.85E-14,9,72.4,0.274185
2018-06-12 07:00:00,4,1.83E-14,6,72.4,0.274185
2018-06-12 08:00:00,7,5.22E-14,6,72.4,0.274185
2018-06-12 09:00:00,8,5.03E-14,4,72.4,0.274185
2018-06-12 10:00:00,8,2.23E-14,4,72.4,0.274185
2018-06-12 11:00:00,6,6.51E-14,2,72.4,0.274185
2018-06-12 12:00:00,3,2.27E-14,0,72.4,0.274185
2018-06-12 13:00:00,2,1.91E-14,0,72.4,0.274185
2018-06-12 14:00:00,2,7.24E-14,2,72.4,0.274185
2018-06-12 15:00:00,2,1.57E-14,2,72.4,0.274185
2018-06-12 16:00:00,0,3.81E-14,5,72.4,0.274185
2018-06-12 17:00:00,-3,5.84E-14,2,72.4,0.274185
2018-06-12 18:00:00,1,1.23E-14,3,72,0.274185
2018-06-12 19:00:00,5,3.93E-14,2,72,0.274185
2018-06-12 20:00:00,7,4.53E-14,2,72,0.274185
2018-06-12 21:00:00,6,1.63E-14,4,72,0.274185
2018-06-12 22:00:00,6,7.49E-14,5,72,0.274185
2018-06-12 23:00:00,8,2.63E-14,0,72,0.274185
2018-06-13 00:00:00,8,2.80E-14,2,72,0.274354
2018-06-13 01:00:00,10,9.21E-14,4,72,0.274354
2018-06-13 02:00:00,8,1.03E-14,6,72,0.274354
2018-06-13 03:00:00,4,5.30E-14,3,72,0.274354
2018-06-13 04:00:00,3,6.36E-14,2,72,0.274354
2018-06-13 05:00:00,1,1.15E-14,3,72,0.274354
2018-06-13 06:00:00,2,4.21E-14,2,72,0.274354
2018-06-13 07:00:00,3,2.69E-14,5,72,0.274354
2018-06-13 08:00:00,2,2.92E-14,3,72,0.274354
2018-06-13 09:00:00,7,8.41E-14,4,72,0.274354
2018-06-13 10:00:00,9,3.02E-14,5,72,0.274354
2018-06-13 11:00:00,11,2.53E-14,5,72,0.274354
2018-06-13 12:00:00,18,6.51E-14,4,72,0.274354
2018-06-13 13:00:00,18,1.04E-14,2,72,0.274354
2018-06-13 14:00:00,19,3.73E-14,0,72,0.274354
2018-06-13 15:00:00,20,5.24E-14,4,72,0.274354
2018-06-13 16:00:00,13,1.28E-14,3,72,0.274354
2018-06-13 17:00:00,16,5.86E-14,2,72,0.274354
2018-06-13 18:00:00,13,2.78E-14,2,72.5,0.274354
2018-06-13 19:00:00,8,2.16E-14,2,72.5,0.274354
2018-06-13 20:00:00,0,7.66E-14,3,72.5,0.274354
2018-06-13 21:00:00,0,2.86E-14,3,72.5,0.274354
2018-06-13 22:00:00,4,3.42E-14,9,72.5,0.274354
2018-06-13 23:00:00,7,6.93E-14,7,72.5,0.274354
2018-06-14 00:00:00,5,1.63E-14,6,72.5,0.274423
2018-06-14 01:00:00,6,4.67E-14,6,72.5,0.274423
2018-06-14 02:00:00,4,5.93E-14,7,72.5,0.274423
2018-06-14 03:00:00,3,1.72E-14,12,72.5,0.274423
2018-06-14 04:00:00,1,6.95E-14,9,72.5,0.274423
2018-06-14 05:00:00,1,4.28E-14,7,72.5,0.274423
2018-06-14 06:00:00,6,3.26E-14,5,72.5,0.274423
2018-06-14 07:00:00,3,1.11E-13,6,72.5,0.274423
2018-06-14 08:00:00,-3,2.16E-14,4,72.5,0.274423
2018-06-14 09:00:00,-1,3.55E-14,4,72.5,0.274423
2018-06-14 10:00:00,6,7.22E-14,5,72.5,0.274423
2018-06-14 11:00:00,9,1.77E-14,5,72.5,0.274423
2018-06-14 12:00:00,5,5.04E-14,5,72.5,0.274423
2018-06-14 13:00:00,2,5.72E-14,6,72.5,0.274423
2018-06-14 14:00:00,3,2.53E-14,6,72.5,0.274423
2018-06-14 15:00:00,6,6.36E-14,4,72.5,0.274423
2018-06-14 16:00:00,8,2.22E-14,6,72.5,0.274423
2018-06-14 17:00:00,8,2.34E-14,4,72.5,0.274423
2018-06-14 18:00:00,5,9.95E-14,2,73,0.274423
2018-06-14 19:00:00,3,1.31E-14,4,73,0.274423
2018-06-14 20:00:00,4,5.03E-14,3,73,0.274423
2018-06-14 21:00:00,8,5.67E-14,4,73,0.274423
2018-06-14 22:00:00,11,1.54E-14,5,73,0.274423
2018-06-14 23:00:00,11,6.06E-14,4,73,0.274423
2018-06-15 00:00:00,9,3.92E-14,3,73,0.274404
2018-06-15 01:00:00,11,1.99E-14,4,73,0.274404
2018-06-15 02:00:00,6,7.22E-14,3,73,0.274404
2018-06-15 03:00:00,5,1.49E-14,5,73,0.274404
2018-06-15 04:00:00,4,3.31E-14,3,73,0.274404
2018-06-15 05:00:00,6,8.71E-14,3,73,0.274404
2018-06-15 06:00:00,4,1.00E-14,6,73,0.274404
2018-06-15 07:00:00,7,3.39E-14,4,73,0.274404
2018-06-15 08:00:00,9,5.38E-14,4,73,0.274404
2018-06-15 09:00:00,12,2.21E-14,3,73,0.274404
2018-06-15 10:00:00,7,5.69E-14,3,73,0.274404
2018-06-15 11:00:00,8,3.08E-14,3,73,0.274404
2018-06-15 12:00:00,8,2.22E-14,3,73,0.274404
2018-06-15 13:00:00,8,6.61E-14,6,73,0.274404
